column,TP,FP,FN,precision,recall,f1,method
Subject Generation,5,0,4,1.0,0.5555555555555556,0.7142857142857143,llama_hf_0.80_all
CSV Column,6,0,0,1.0,1.0,1.0,o1_0.80_all
Entity Class,9,0,0,1.0,1.0,1.0,o1_0.80_all
Join,0,0,3,0.0,0.0,0.0,o1_0.80_all
Ontology Property,9,0,0,1.0,1.0,1.0,o1_0.80_all
Related Entity Class,3,0,0,1.0,1.0,1.0,o1_0.80_all
Subject Generation,4,0,5,1.0,0.4444444444444444,0.6153846153846153,o1_0.80_all
CSV Column,6,0,0,1.0,1.0,1.0,o1_0.70_all
Entity Class,9,0,0,1.0,1.0,1.0,o1_0.70_all
Join,0,0,3,0.0,0.0,0.0,o1_0.70_all
Ontology Property,9,0,0,1.0,1.0,1.0,o1_0.70_all
Related Entity Class,3,0,0,1.0,1.0,1.0,o1_0.70_all
Subject Generation,6,0,3,1.0,0.6666666666666666,0.8,o1_0.70_all
CSV Column,6,0,3,1.0,0.6666666666666666,0.8,mixtral_hf_0.70_all
Entity Class,12,0,3,1.0,0.8,0.888888888888889,mixtral_hf_0.70_all
Join,0,0,3,0.0,0.0,0.0,mixtral_hf_0.70_all
Ontology Property,9,0,6,1.0,0.6,0.7499999999999999,mixtral_hf_0.70_all
Related Entity Class,2,0,1,1.0,0.6666666666666666,0.8,mixtral_hf_0.70_all
Subject Generation,0,0,15,0.0,0.0,0.0,mixtral_hf_0.70_all
CSV Column,6,0,3,1.0,0.6666666666666666,0.8,mixtral_hf_0.80_all
Entity Class,12,0,3,1.0,0.8,0.888888888888889,mixtral_hf_0.80_all
Join,0,0,3,0.0,0.0,0.0,mixtral_hf_0.80_all
Ontology Property,6,0,9,1.0,0.4,0.5714285714285715,mixtral_hf_0.80_all
Related Entity Class,2,0,1,1.0,0.6666666666666666,0.8,mixtral_hf_0.80_all
Subject Generation,0,0,15,0.0,0.0,0.0,mixtral_hf_0.80_all
